attendance_id,student_id,course_id,class_date,status
1881,38,10,2025-03-04,Absent
1882,38,10,2025-01-11,Absent
1883,38,10,2025-02-02,Absent
1884,38,10,2025-01-16,Present
1885,38,10,2025-01-22,Present
1886,38,10,2025-01-14,Absent
1887,38,10,2025-01-26,Present
1888,38,10,2025-03-09,Absent
1889,38,10,2025-02-11,Absent
1890,38,10,2025-03-01,Present
1891,38,5,2025-02-15,Absent
1892,38,5,2025-03-03,Absent
1893,38,5,2025-01-02,Absent
1894,38,5,2025-03-24,Present
1895,38,5,2025-02-03,Absent
1896,38,5,2025-01-31,Absent
1897,38,5,2025-01-19,Present
1898,38,5,2025-01-30,Absent
1899,38,5,2025-01-19,Absent
1900,38,5,2025-03-15,Absent
1901,39,5,2025-02-02,Absent
1902,39,5,2025-01-06,Absent
1903,39,5,2025-01-26,Present
1904,39,5,2025-02-12,Present
1905,39,5,2025-02-12,Absent
1906,39,5,2025-01-18,Present
1907,39,5,2025-03-27,Present
1908,39,5,2025-01-18,Present
1909,39,5,2025-01-11,Absent
1910,39,5,2025-03-07,Present
1911,39,10,2025-03-04,Present
1912,39,10,2025-02-20,Present
1913,39,10,2025-03-25,Present
1914,39,10,2025-01-16,Absent
1915,39,10,2025-03-24,Present
1916,39,10,2025-01-08,Present
1917,39,10,2025-01-18,Absent
1918,39,10,2025-02-08,Absent
1919,39,10,2025-01-17,Present
1920,39,10,2025-02-14,Absent
1921,39,6,2025-02-02,Absent
1922,39,6,2025-02-06,Absent
1923,39,6,2025-02-14,Present
1924,39,6,2025-03-16,Present
1925,39,6,2025-03-01,Absent
1926,39,6,2025-02-05,Present
1927,39,6,2025-01-31,Present
1928,39,6,2025-01-02,Present
1929,39,6,2025-02-15,Present
1930,39,6,2025-03-03,Present
1931,39,8,2025-03-04,Present
1932,39,8,2025-02-06,Present
1933,39,8,2025-01-10,Present
1934,39,8,2025-03-30,Present
1935,39,8,2025-01-05,Present
1936,39,8,2025-02-23,Absent
1937,39,8,2025-03-19,Present
1938,39,8,2025-03-27,Absent
1939,39,8,2025-03-03,Present
1940,39,8,2025-02-11,Absent
1941,39,2,2025-03-04,Present
1942,39,2,2025-02-21,Present
1943,39,2,2025-03-22,Absent
1944,39,2,2025-01-19,Absent
1945,39,2,2025-03-23,Absent
1946,39,2,2025-02-04,Present
1947,39,2,2025-01-03,Present
1948,39,2,2025-03-22,Absent
1949,39,2,2025-02-11,Present
1950,39,2,2025-03-02,Present
1951,40,5,2025-02-25,Absent
1952,40,5,2025-03-07,Present
1953,40,5,2025-02-17,Absent
1954,40,5,2025-02-02,Absent
1955,40,5,2025-02-25,Present
1956,40,5,2025-03-21,Present
1957,40,5,2025-01-08,Absent
1958,40,5,2025-03-11,Absent
1959,40,5,2025-01-23,Present
1960,40,5,2025-03-21,Present
1961,40,7,2025-02-22,Present
1962,40,7,2025-03-05,Present
1963,40,7,2025-03-15,Absent
1964,40,7,2025-02-27,Present
1965,40,7,2025-03-01,Present
1966,40,7,2025-02-13,Present
1967,40,7,2025-01-17,Absent
1968,40,7,2025-01-29,Present
1969,40,7,2025-01-28,Present
1970,40,7,2025-03-11,Present
1971,40,9,2025-01-09,Absent
1972,40,9,2025-01-20,Present
1973,40,9,2025-03-16,Present
1974,40,9,2025-03-26,Absent
1975,40,9,2025-02-19,Absent
1976,40,9,2025-01-12,Absent
1977,40,9,2025-02-19,Present
1978,40,9,2025-01-11,Absent
1979,40,9,2025-01-13,Present
1980,40,9,2025-03-26,Absent
1981,40,4,2025-01-08,Absent
1982,40,4,2025-03-21,Absent
1983,40,4,2025-01-15,Present
1984,40,4,2025-03-14,Absent
1985,40,4,2025-03-08,Present
1986,40,4,2025-02-20,Absent
1987,40,4,2025-01-31,Absent
1988,40,4,2025-01-13,Present
1989,40,4,2025-01-09,Present
1990,40,4,2025-01-21,Absent
1991,40,1,2025-02-08,Absent
1992,40,1,2025-01-27,Absent
1993,40,1,2025-01-04,Present
1994,40,1,2025-01-27,Present
1995,40,1,2025-02-15,Present
1996,40,1,2025-01-23,Present
1997,40,1,2025-03-06,Present
1998,40,1,2025-02-22,Absent
1999,40,1,2025-01-14,Present
2000,40,1,2025-01-07,Absent
2001,41,10,2025-01-11,Absent
2002,41,10,2025-03-13,Absent
2003,41,10,2025-03-29,Present
2004,41,10,2025-03-24,Present
2005,41,10,2025-01-01,Absent
2006,41,10,2025-01-21,Absent
2007,41,10,2025-02-06,Absent
2008,41,10,2025-03-30,Absent
2009,41,10,2025-01-05,Absent
2010,41,10,2025-01-03,Absent
2011,41,7,2025-03-28,Absent
2012,41,7,2025-01-04,Present
2013,41,7,2025-01-16,Absent
2014,41,7,2025-02-11,Absent
2015,41,7,2025-03-18,Present
2016,41,7,2025-01-04,Absent
2017,41,7,2025-03-14,Absent
2018,41,7,2025-01-17,Absent
2019,41,7,2025-02-25,Absent
2020,41,7,2025-02-11,Absent
2021,41,2,2025-01-30,Absent
2022,41,2,2025-01-24,Present
2023,41,2,2025-03-21,Present
2024,41,2,2025-03-27,Present
2025,41,2,2025-02-02,Absent
2026,41,2,2025-01-16,Present
2027,41,2,2025-03-08,Present
2028,41,2,2025-03-14,Present
2029,41,2,2025-03-16,Absent
2030,41,2,2025-01-12,Absent
2031,41,4,2025-01-12,Present
2032,41,4,2025-03-05,Present
2033,41,4,2025-03-18,Absent
2034,41,4,2025-03-01,Present
2035,41,4,2025-01-08,Present
2036,41,4,2025-01-30,Present
2037,41,4,2025-03-14,Absent
2038,41,4,2025-02-01,Absent
2039,41,4,2025-01-06,Present
2040,41,4,2025-02-08,Present
2041,41,9,2025-02-22,Absent
2042,41,9,2025-03-21,Present
2043,41,9,2025-02-21,Absent
2044,41,9,2025-02-23,Present
2045,41,9,2025-03-25,Present
2046,41,9,2025-03-27,Absent
2047,41,9,2025-03-10,Absent
2048,41,9,2025-02-16,Absent
2049,41,9,2025-02-02,Present
2050,41,9,2025-03-24,Present
2051,42,10,2025-01-13,Absent
2052,42,10,2025-01-27,Absent
2053,42,10,2025-03-26,Present
2054,42,10,2025-01-16,Present
2055,42,10,2025-01-23,Absent
2056,42,10,2025-01-03,Present
2057,42,10,2025-03-04,Present
2058,42,10,2025-03-17,Present
2059,42,10,2025-01-10,Present
2060,42,10,2025-03-19,Present
2061,42,6,2025-01-15,Absent
2062,42,6,2025-03-17,Present
2063,42,6,2025-03-18,Present
2064,42,6,2025-03-26,Present
2065,42,6,2025-03-24,Present
2066,42,6,2025-03-30,Absent
2067,42,6,2025-01-17,Absent
2068,42,6,2025-01-10,Absent
2069,42,6,2025-01-11,Absent
2070,42,6,2025-02-15,Absent
2071,42,5,2025-01-17,Present
2072,42,5,2025-02-25,Present
2073,42,5,2025-01-20,Present
2074,42,5,2025-01-09,Present
2075,42,5,2025-01-29,Absent
2076,42,5,2025-03-02,Absent
2077,42,5,2025-02-16,Absent
2078,42,5,2025-01-12,Absent
2079,42,5,2025-03-15,Present
2080,42,5,2025-03-09,Present
2081,42,1,2025-02-08,Absent
2082,42,1,2025-03-24,Absent
2083,42,1,2025-01-31,Present
2084,42,1,2025-02-09,Absent
2085,42,1,2025-01-06,Present
2086,42,1,2025-01-11,Absent
2087,42,1,2025-01-23,Present
2088,42,1,2025-01-27,Present
2089,42,1,2025-01-12,Absent
2090,42,1,2025-01-01,Absent
2091,42,4,2025-03-05,Present
2092,42,4,2025-03-30,Absent
2093,42,4,2025-03-10,Absent
2094,42,4,2025-02-24,Absent
2095,42,4,2025-03-11,Absent
2096,42,4,2025-03-19,Absent
2097,42,4,2025-01-09,Present
2098,42,4,2025-03-09,Absent
2099,42,4,2025-03-13,Absent
2100,42,4,2025-01-30,Absent
2101,43,7,2025-01-21,Present
2102,43,7,2025-01-09,Absent
2103,43,7,2025-03-25,Present
2104,43,7,2025-03-08,Absent
2105,43,7,2025-01-25,Present
2106,43,7,2025-02-18,Absent
2107,43,7,2025-03-19,Present
2108,43,7,2025-02-13,Present
2109,43,7,2025-03-07,Absent
2110,43,7,2025-01-04,Absent
2111,43,8,2025-01-01,Absent
2112,43,8,2025-01-23,Present
2113,43,8,2025-02-04,Absent
2114,43,8,2025-02-10,Present
2115,43,8,2025-03-03,Absent
2116,43,8,2025-01-07,Present
2117,43,8,2025-01-18,Absent
2118,43,8,2025-01-10,Absent
2119,43,8,2025-01-20,Present
2120,43,8,2025-02-16,Present
2121,43,3,2025-01-16,Absent
2122,43,3,2025-02-01,Absent
2123,43,3,2025-03-20,Absent
2124,43,3,2025-01-02,Present
2125,43,3,2025-02-27,Absent
2126,43,3,2025-01-20,Present
2127,43,3,2025-02-01,Present
2128,43,3,2025-01-01,Absent
2129,43,3,2025-03-08,Present
2130,43,3,2025-01-21,Present
2131,43,5,2025-03-02,Present
2132,43,5,2025-03-25,Absent
2133,43,5,2025-03-10,Present
2134,43,5,2025-02-06,Present
2135,43,5,2025-02-18,Present
2136,43,5,2025-02-12,Present
2137,43,5,2025-01-28,Absent
2138,43,5,2025-03-09,Present
2139,43,5,2025-01-23,Present
2140,43,5,2025-03-14,Present
2141,43,6,2025-03-17,Present
2142,43,6,2025-03-16,Absent
2143,43,6,2025-02-20,Present
2144,43,6,2025-01-10,Present
2145,43,6,2025-03-10,Absent
2146,43,6,2025-02-16,Absent
2147,43,6,2025-03-04,Absent
2148,43,6,2025-03-18,Absent
2149,43,6,2025-02-08,Absent
2150,43,6,2025-03-16,Absent
2151,44,9,2025-02-03,Present
2152,44,9,2025-03-15,Absent
2153,44,9,2025-01-22,Absent
2154,44,9,2025-03-27,Present
2155,44,9,2025-01-15,Present
2156,44,9,2025-01-23,Present
2157,44,9,2025-01-17,Absent
2158,44,9,2025-01-18,Absent
2159,44,9,2025-01-22,Present
2160,44,9,2025-03-03,Absent
2161,44,5,2025-02-07,Absent
2162,44,5,2025-02-15,Present
2163,44,5,2025-01-29,Absent
2164,44,5,2025-03-25,Present
2165,44,5,2025-01-28,Absent
2166,44,5,2025-03-08,Absent
2167,44,5,2025-01-10,Present
2168,44,5,2025-02-28,Present
2169,44,5,2025-02-10,Present
2170,44,5,2025-02-27,Absent
2171,44,10,2025-02-28,Present
2172,44,10,2025-02-25,Absent
2173,44,10,2025-02-21,Absent
2174,44,10,2025-01-31,Absent
2175,44,10,2025-01-01,Present
2176,44,10,2025-02-15,Absent
2177,44,10,2025-02-14,Present
2178,44,10,2025-03-20,Absent
2179,44,10,2025-01-30,Absent
2180,44,10,2025-02-15,Absent
2181,44,1,2025-01-30,Absent
2182,44,1,2025-01-05,Present
2183,44,1,2025-02-13,Absent
2184,44,1,2025-02-26,Absent
2185,44,1,2025-01-27,Present
2186,44,1,2025-03-22,Absent
2187,44,1,2025-01-14,Absent
2188,44,1,2025-01-02,Absent
2189,44,1,2025-02-11,Absent
2190,44,1,2025-02-13,Absent
2191,44,3,2025-01-23,Absent
2192,44,3,2025-03-11,Present
2193,44,3,2025-03-03,Present
2194,44,3,2025-03-03,Present
2195,44,3,2025-01-27,Present
2196,44,3,2025-01-03,Absent
2197,44,3,2025-03-12,Present
2198,44,3,2025-01-05,Absent
2199,44,3,2025-02-05,Absent
2200,44,3,2025-01-09,Present
2201,45,3,2025-03-23,Present
2202,45,3,2025-01-13,Present
2203,45,3,2025-02-27,Absent
2204,45,3,2025-03-29,Present
2205,45,3,2025-01-15,Present
2206,45,3,2025-03-11,Absent
2207,45,3,2025-01-13,Absent
2208,45,3,2025-01-07,Present
2209,45,3,2025-03-11,Absent
2210,45,3,2025-01-09,Absent
2211,45,2,2025-02-22,Absent
2212,45,2,2025-01-03,Absent
2213,45,2,2025-02-20,Present
2214,45,2,2025-02-24,Absent
2215,45,2,2025-03-23,Present
2216,45,2,2025-02-15,Present
2217,45,2,2025-02-21,Present
2218,45,2,2025-02-07,Present
2219,45,2,2025-02-06,Absent
2220,45,2,2025-03-19,Absent
2221,45,10,2025-02-24,Present
2222,45,10,2025-03-03,Absent
2223,45,10,2025-01-25,Absent
2224,45,10,2025-01-27,Absent
2225,45,10,2025-03-06,Absent
2226,45,10,2025-03-24,Absent
2227,45,10,2025-03-09,Absent
2228,45,10,2025-03-21,Absent
2229,45,10,2025-03-26,Present
2230,45,10,2025-03-02,Absent
2231,45,1,2025-03-11,Present
2232,45,1,2025-02-20,Absent
2233,45,1,2025-03-07,Present
2234,45,1,2025-02-17,Present
2235,45,1,2025-02-10,Absent
2236,45,1,2025-01-07,Absent
2237,45,1,2025-03-26,Absent
2238,45,1,2025-01-15,Absent
2239,45,1,2025-01-13,Absent
2240,45,1,2025-02-22,Present
2241,45,7,2025-01-05,Absent
2242,45,7,2025-02-14,Absent
2243,45,7,2025-01-01,Absent
2244,45,7,2025-03-08,Present
2245,45,7,2025-01-01,Present
2246,45,7,2025-02-19,Absent
2247,45,7,2025-01-25,Absent
2248,45,7,2025-01-21,Absent
2249,45,7,2025-02-22,Present
2250,45,7,2025-01-21,Present
2251,46,6,2025-02-27,Present
2252,46,6,2025-01-03,Absent
2253,46,6,2025-02-25,Present
2254,46,6,2025-02-13,Absent
2255,46,6,2025-01-29,Absent
2256,46,6,2025-02-09,Absent
2257,46,6,2025-03-23,Absent
2258,46,6,2025-01-31,Absent
2259,46,6,2025-03-22,Absent
2260,46,6,2025-03-06,Absent
2261,46,5,2025-01-29,Absent
2262,46,5,2025-01-18,Absent
2263,46,5,2025-01-14,Absent
2264,46,5,2025-03-24,Present
2265,46,5,2025-03-10,Present
2266,46,5,2025-01-20,Present
2267,46,5,2025-03-01,Present
2268,46,5,2025-02-14,Present
2269,46,5,2025-03-21,Absent
2270,46,5,2025-01-30,Present
2271,46,4,2025-01-14,Present
2272,46,4,2025-01-30,Present
2273,46,4,2025-02-15,Absent
2274,46,4,2025-02-10,Present
2275,46,4,2025-03-30,Present
2276,46,4,2025-03-09,Present
2277,46,4,2025-03-20,Absent
2278,46,4,2025-03-15,Present
2279,46,4,2025-02-18,Present
2280,46,4,2025-01-16,Absent
2281,46,1,2025-03-05,Present
2282,46,1,2025-03-28,Present
2283,46,1,2025-02-10,Absent
2284,46,1,2025-02-23,Present
2285,46,1,2025-01-18,Present
2286,46,1,2025-01-04,Absent
2287,46,1,2025-02-20,Absent
2288,46,1,2025-02-22,Present
2289,46,1,2025-03-26,Present
2290,46,1,2025-03-02,Absent
2291,46,7,2025-03-08,Absent
2292,46,7,2025-03-19,Present
2293,46,7,2025-02-26,Present
2294,46,7,2025-03-05,Present
2295,46,7,2025-03-07,Present
2296,46,7,2025-03-20,Present
2297,46,7,2025-02-20,Absent
2298,46,7,2025-03-29,Absent
2299,46,7,2025-01-26,Absent
2300,46,7,2025-01-19,Absent
2301,47,2,2025-01-12,Absent
2302,47,2,2025-03-21,Absent
2303,47,2,2025-03-20,Present
2304,47,2,2025-01-12,Present
2305,47,2,2025-01-31,Absent
2306,47,2,2025-03-25,Absent
2307,47,2,2025-01-24,Absent
2308,47,2,2025-02-19,Absent
2309,47,2,2025-03-28,Absent
2310,47,2,2025-02-03,Present
2311,47,7,2025-01-24,Present
2312,47,7,2025-02-14,Absent
2313,47,7,2025-02-14,Absent
2314,47,7,2025-03-03,Absent
2315,47,7,2025-01-05,Absent
2316,47,7,2025-02-13,Absent
2317,47,7,2025-03-22,Present
2318,47,7,2025-01-04,Absent
2319,47,7,2025-01-15,Present
2320,47,7,2025-01-31,Present
2321,47,10,2025-01-25,Present
2322,47,10,2025-01-31,Absent
2323,47,10,2025-03-23,Absent
2324,47,10,2025-03-06,Absent
2325,47,10,2025-03-06,Present
2326,47,10,2025-01-08,Absent
2327,47,10,2025-02-03,Absent
2328,47,10,2025-01-13,Absent
2329,47,10,2025-02-18,Present
2330,47,10,2025-01-31,Absent
2331,47,5,2025-03-20,Absent
2332,47,5,2025-01-17,Present
2333,47,5,2025-01-19,Present
2334,47,5,2025-02-19,Absent
2335,47,5,2025-03-28,Present
2336,47,5,2025-03-04,Absent
2337,47,5,2025-03-10,Absent
2338,47,5,2025-02-16,Absent
2339,47,5,2025-01-26,Present
2340,47,5,2025-02-08,Present
2341,47,9,2025-01-27,Absent
2342,47,9,2025-03-16,Absent
2343,47,9,2025-02-09,Present
2344,47,9,2025-02-10,Absent
2345,47,9,2025-02-07,Present
2346,47,9,2025-02-13,Absent
2347,47,9,2025-02-19,Present
2348,47,9,2025-03-24,Absent
2349,47,9,2025-03-17,Absent
2350,47,9,2025-01-06,Absent
2351,48,8,2025-01-26,Absent
2352,48,8,2025-02-23,Present
2353,48,8,2025-03-26,Present
2354,48,8,2025-01-01,Present
2355,48,8,2025-02-06,Present
2356,48,8,2025-01-20,Absent
2357,48,8,2025-02-03,Present
2358,48,8,2025-02-15,Absent
2359,48,8,2025-03-11,Absent
2360,48,8,2025-01-27,Absent
2361,48,10,2025-01-03,Absent
2362,48,10,2025-01-03,Present
2363,48,10,2025-01-16,Absent
2364,48,10,2025-02-02,Present
2365,48,10,2025-03-01,Present
2366,48,10,2025-03-26,Present
2367,48,10,2025-02-23,Present
2368,48,10,2025-03-20,Present
2369,48,10,2025-03-04,Present
2370,48,10,2025-01-19,Absent
2371,48,1,2025-03-13,Absent
2372,48,1,2025-01-18,Present
2373,48,1,2025-03-23,Absent
2374,48,1,2025-03-22,Present
2375,48,1,2025-02-14,Present
2376,48,1,2025-01-26,Present
2377,48,1,2025-02-20,Present
2378,48,1,2025-03-28,Present
2379,48,1,2025-03-09,Absent
2380,48,1,2025-02-09,Present
2381,48,6,2025-03-17,Absent
2382,48,6,2025-01-11,Absent
2383,48,6,2025-01-17,Absent
2384,48,6,2025-02-09,Absent
2385,48,6,2025-01-05,Absent
2386,48,6,2025-03-20,Absent
2387,48,6,2025-03-07,Present
2388,48,6,2025-02-19,Absent
2389,48,6,2025-01-31,Present
2390,48,6,2025-02-04,Present
2391,48,7,2025-02-23,Present
2392,48,7,2025-01-12,Absent
2393,48,7,2025-02-05,Absent
2394,48,7,2025-02-04,Present
2395,48,7,2025-01-01,Absent
2396,48,7,2025-02-13,Present
2397,48,7,2025-03-29,Present
2398,48,7,2025-03-09,Absent
2399,48,7,2025-03-26,Absent
2400,48,7,2025-03-25,Present
2401,49,5,2025-01-26,Present
2402,49,5,2025-01-28,Present
2403,49,5,2025-03-04,Absent
2404,49,5,2025-03-12,Absent
2405,49,5,2025-03-11,Present
2406,49,5,2025-03-13,Present
2407,49,5,2025-01-14,Present
2408,49,5,2025-01-29,Absent
2409,49,5,2025-03-11,Present
2410,49,5,2025-03-27,Present
2411,49,1,2025-03-09,Absent
2412,49,1,2025-01-24,Absent
2413,49,1,2025-03-30,Absent
2414,49,1,2025-02-25,Absent
2415,49,1,2025-03-30,Present
2416,49,1,2025-02-17,Present
2417,49,1,2025-01-06,Present
2418,49,1,2025-03-07,Absent
2419,49,1,2025-02-13,Absent
2420,49,1,2025-03-06,Absent
2421,49,8,2025-02-17,Present
2422,49,8,2025-02-28,Absent
2423,49,8,2025-03-19,Present
2424,49,8,2025-01-16,Present
2425,49,8,2025-02-21,Present
2426,49,8,2025-01-20,Present
2427,49,8,2025-01-15,Absent
2428,49,8,2025-01-04,Absent
2429,49,8,2025-02-17,Present
2430,49,8,2025-01-28,Present
2431,49,4,2025-03-08,Absent
2432,49,4,2025-03-15,Present
2433,49,4,2025-02-01,Absent
2434,49,4,2025-03-17,Present
2435,49,4,2025-02-27,Present
2436,49,4,2025-02-12,Present
2437,49,4,2025-03-12,Absent
2438,49,4,2025-01-29,Present
2439,49,4,2025-02-07,Absent
2440,49,4,2025-02-13,Present
2441,49,6,2025-01-16,Present
2442,49,6,2025-03-11,Present
2443,49,6,2025-01-14,Absent
2444,49,6,2025-03-20,Present
2445,49,6,2025-03-23,Absent
2446,49,6,2025-02-05,Present
2447,49,6,2025-01-17,Present
2448,49,6,2025-03-12,Absent
2449,49,6,2025-03-19,Present
2450,49,6,2025-01-06,Present
2451,50,8,2025-02-17,Present
2452,50,8,2025-01-27,Absent
2453,50,8,2025-01-07,Present
2454,50,8,2025-03-05,Absent
2455,50,8,2025-02-27,Absent
2456,50,8,2025-01-27,Absent
2457,50,8,2025-03-26,Present
2458,50,8,2025-02-09,Present
2459,50,8,2025-03-14,Absent
2460,50,8,2025-03-20,Absent
2461,50,10,2025-01-07,Present
2462,50,10,2025-03-19,Absent
2463,50,10,2025-03-30,Present
2464,50,10,2025-02-14,Absent
2465,50,10,2025-03-21,Absent
2466,50,10,2025-03-05,Absent
2467,50,10,2025-02-10,Absent
2468,50,10,2025-02-28,Present
2469,50,10,2025-01-21,Present
2470,50,10,2025-03-15,Absent
2471,50,3,2025-03-07,Absent
2472,50,3,2025-03-27,Absent
2473,50,3,2025-03-19,Absent
2474,50,3,2025-02-23,Present
2475,50,3,2025-01-23,Present
2476,50,3,2025-02-05,Present
2477,50,3,2025-01-30,Absent
2478,50,3,2025-01-14,Absent
2479,50,3,2025-03-24,Absent
2480,50,3,2025-02-23,Absent
2481,50,1,2025-03-04,Absent
2482,50,1,2025-02-14,Present
2483,50,1,2025-02-28,Absent
2484,50,1,2025-03-07,Present
2485,50,1,2025-02-27,Present
2486,50,1,2025-02-05,Absent
2487,50,1,2025-03-21,Present
2488,50,1,2025-02-05,Absent
2489,50,1,2025-01-23,Present
2490,50,1,2025-02-06,Absent
2491,50,5,2025-02-16,Present
2492,50,5,2025-03-14,Absent
2493,50,5,2025-01-22,Present
2494,50,5,2025-02-10,Absent
2495,50,5,2025-03-30,Absent
2496,50,5,2025-03-06,Absent
2497,50,5,2025-03-03,Absent
2498,50,5,2025-02-07,Present
2499,50,5,2025-02-24,Present
2500,50,5,2025-01-10,Present
2501,51,6,2025-03-16,Present
2502,51,6,2025-03-29,Present
2503,51,6,2025-01-16,Present
2504,51,6,2025-01-31,Present
2505,51,6,2025-03-02,Present
2506,51,6,2025-02-07,Present
2507,51,6,2025-02-21,Absent
2508,51,6,2025-02-26,Present
2509,51,6,2025-03-30,Present
2510,51,6,2025-02-03,Present
2511,51,3,2025-03-22,Absent
2512,51,3,2025-03-29,Absent
2513,51,3,2025-02-06,Absent
2514,51,3,2025-02-19,Present
2515,51,3,2025-02-11,Absent
2516,51,3,2025-02-13,Present
2517,51,3,2025-02-23,Present
2518,51,3,2025-02-01,Present
2519,51,3,2025-03-03,Present
2520,51,3,2025-01-19,Absent
2521,51,8,2025-03-19,Present
2522,51,8,2025-01-15,Absent
2523,51,8,2025-01-25,Present
2524,51,8,2025-01-04,Absent
2525,51,8,2025-03-07,Absent
2526,51,8,2025-01-24,Absent
2527,51,8,2025-02-16,Present
2528,51,8,2025-01-02,Absent
2529,51,8,2025-03-17,Present
2530,51,8,2025-02-23,Present
2531,51,5,2025-01-11,Absent
2532,51,5,2025-01-28,Present
2533,51,5,2025-01-25,Present
2534,51,5,2025-02-23,Present
2535,51,5,2025-03-27,Present
2536,51,5,2025-03-06,Present
2537,51,5,2025-01-29,Absent
2538,51,5,2025-02-10,Present
2539,51,5,2025-02-12,Present
2540,51,5,2025-02-27,Present
2541,51,4,2025-03-19,Present
2542,51,4,2025-02-05,Absent
2543,51,4,2025-01-22,Present
2544,51,4,2025-01-30,Absent
2545,51,4,2025-02-16,Absent
2546,51,4,2025-03-15,Absent
2547,51,4,2025-03-26,Present
2548,51,4,2025-02-04,Present
2549,51,4,2025-03-22,Present
2550,51,4,2025-02-04,Absent
2551,52,9,2025-02-09,Absent
2552,52,9,2025-03-22,Present
2553,52,9,2025-02-11,Absent
2554,52,9,2025-01-18,Absent
2555,52,9,2025-03-29,Absent
2556,52,9,2025-03-23,Absent
2557,52,9,2025-01-28,Absent
2558,52,9,2025-01-23,Absent
2559,52,9,2025-03-29,Absent
2560,52,9,2025-01-22,Absent
2561,52,5,2025-03-22,Present
2562,52,5,2025-01-31,Present
2563,52,5,2025-02-12,Absent
2564,52,5,2025-01-27,Absent
2565,52,5,2025-01-30,Absent
2566,52,5,2025-03-03,Absent
2567,52,5,2025-02-21,Absent
2568,52,5,2025-03-30,Absent
2569,52,5,2025-01-14,Present
2570,52,5,2025-02-02,Present
2571,52,8,2025-01-29,Absent
2572,52,8,2025-03-20,Present
2573,52,8,2025-01-18,Present
2574,52,8,2025-01-26,Absent
2575,52,8,2025-03-09,Present
2576,52,8,2025-02-04,Absent
2577,52,8,2025-03-13,Present
2578,52,8,2025-03-19,Present
2579,52,8,2025-01-13,Absent
2580,52,8,2025-01-31,Present
2581,52,4,2025-03-07,Absent
2582,52,4,2025-03-04,Present
2583,52,4,2025-01-02,Present
2584,52,4,2025-02-18,Present
2585,52,4,2025-02-14,Absent
2586,52,4,2025-02-04,Absent
2587,52,4,2025-02-12,Present
2588,52,4,2025-03-24,Present
2589,52,4,2025-02-04,Absent
2590,52,4,2025-03-06,Absent
2591,52,1,2025-01-06,Present
2592,52,1,2025-03-07,Present
2593,52,1,2025-02-27,Absent
2594,52,1,2025-02-22,Absent
2595,52,1,2025-01-19,Present
2596,52,1,2025-01-05,Absent
2597,52,1,2025-01-31,Present
2598,52,1,2025-02-28,Present
2599,52,1,2025-01-14,Absent
2600,52,1,2025-02-22,Absent
2601,53,1,2025-02-14,Present
2602,53,1,2025-03-13,Absent
2603,53,1,2025-02-05,Present
2604,53,1,2025-03-16,Absent
2605,53,1,2025-02-23,Present
2606,53,1,2025-02-07,Absent
2607,53,1,2025-03-27,Present
2608,53,1,2025-01-22,Present
2609,53,1,2025-01-02,Absent
2610,53,1,2025-02-04,Absent
2611,53,10,2025-03-29,Absent
2612,53,10,2025-03-04,Absent
2613,53,10,2025-01-16,Present
2614,53,10,2025-02-20,Present
2615,53,10,2025-02-23,Present
2616,53,10,2025-03-13,Absent
2617,53,10,2025-01-21,Present
2618,53,10,2025-02-19,Absent
2619,53,10,2025-01-05,Present
2620,53,10,2025-01-16,Absent
2621,53,3,2025-01-13,Present
2622,53,3,2025-03-21,Absent
2623,53,3,2025-03-16,Present
2624,53,3,2025-01-23,Present
2625,53,3,2025-03-06,Present
2626,53,3,2025-01-16,Absent
2627,53,3,2025-01-16,Absent
2628,53,3,2025-02-02,Present
2629,53,3,2025-03-09,Present
2630,53,3,2025-01-24,Absent
2631,53,9,2025-02-01,Absent
2632,53,9,2025-01-08,Absent
2633,53,9,2025-01-03,Present
2634,53,9,2025-01-29,Present
2635,53,9,2025-01-31,Absent
2636,53,9,2025-01-12,Present
2637,53,9,2025-02-20,Absent
2638,53,9,2025-01-17,Present
2639,53,9,2025-01-05,Absent
2640,53,9,2025-02-20,Absent
2641,53,2,2025-02-08,Present
2642,53,2,2025-01-03,Absent
2643,53,2,2025-02-09,Absent
2644,53,2,2025-03-23,Present
2645,53,2,2025-01-06,Present
2646,53,2,2025-01-04,Absent
2647,53,2,2025-01-11,Present
2648,53,2,2025-03-21,Absent
2649,53,2,2025-03-13,Absent
2650,53,2,2025-02-25,Present
2651,54,5,2025-03-23,Present
2652,54,5,2025-01-30,Present
2653,54,5,2025-03-23,Present
2654,54,5,2025-03-06,Absent
2655,54,5,2025-03-11,Absent
2656,54,5,2025-01-25,Absent
2657,54,5,2025-01-13,Present
2658,54,5,2025-03-30,Present
2659,54,5,2025-02-22,Absent
2660,54,5,2025-03-08,Absent
2661,54,3,2025-02-26,Absent
2662,54,3,2025-02-16,Absent
2663,54,3,2025-01-20,Present
2664,54,3,2025-03-21,Absent
2665,54,3,2025-03-26,Absent
2666,54,3,2025-03-30,Present
2667,54,3,2025-02-28,Absent
2668,54,3,2025-02-02,Present
2669,54,3,2025-02-26,Absent
2670,54,3,2025-03-27,Absent
2671,54,4,2025-01-27,Present
2672,54,4,2025-02-05,Absent
2673,54,4,2025-02-08,Present
2674,54,4,2025-02-01,Present
2675,54,4,2025-01-01,Present
2676,54,4,2025-02-10,Absent
2677,54,4,2025-03-22,Present
2678,54,4,2025-03-03,Present
